"Lower Frequency";"Upper Frequency";"RR Region 1 Allocation and RR footnotes applicable to CEPT";"RR Region 1 frequency range footnotes";"European Common Allocation and ECA footnotes";"ECA frequency range footnotes";"ECC/ERC harmonisation measure";"Applications";"Standard";"Notes"
"2200 MHz";"2290 MHz";"EARTH EXPLORATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE), FIXED, MOBILE(5.391), SPACE OPERATION (SPACE-TO-EARTH) (SPACE-TO-SPACE), SPACE RESEARCH (SPACE-TO-EARTH) (SPACE-TO-SPACE)";"5.392";"EARTH EXPLORATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE), FIXED, MOBILE(5.391), SPACE OPERATION (SPACE-TO-EARTH) (SPACE-TO-SPACE), SPACE RESEARCH (SPACE-TO-EARTH) (SPACE-TO-SPACE)";"5.392, ECA16A, ECA36";"";"Radio astronomy";"";"Continuum observations, VLBI (used by SRS)"
"2200 MHz";"2290 MHz";"EARTH EXPLORATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE), FIXED, MOBILE(5.391), SPACE OPERATION (SPACE-TO-EARTH) (SPACE-TO-SPACE), SPACE RESEARCH (SPACE-TO-EARTH) (SPACE-TO-SPACE)";"5.392";"EARTH EXPLORATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE), FIXED, MOBILE(5.391), SPACE OPERATION (SPACE-TO-EARTH) (SPACE-TO-SPACE), SPACE RESEARCH (SPACE-TO-EARTH) (SPACE-TO-SPACE)";"5.392, ECA16A, ECA36";"ECC/REC/(10)01";"Space research";"";"EESS Satellite payload and platform telemetry"
"2200 MHz";"2290 MHz";"EARTH EXPLORATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE), FIXED, MOBILE(5.391), SPACE OPERATION (SPACE-TO-EARTH) (SPACE-TO-SPACE), SPACE RESEARCH (SPACE-TO-EARTH) (SPACE-TO-SPACE)";"5.392";"EARTH EXPLORATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE), FIXED, MOBILE(5.391), SPACE OPERATION (SPACE-TO-EARTH) (SPACE-TO-SPACE), SPACE RESEARCH (SPACE-TO-EARTH) (SPACE-TO-SPACE)";"5.392, ECA16A, ECA36";"";"Telemetry/Telecommand (military)";"";""
"2290 MHz";"2300 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, SPACE RESEARCH (DEEP SPACE) (SPACE-TO-EARTH)";"";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, SPACE RESEARCH (DEEP SPACE) (SPACE-TO-EARTH)";"";"";"Land mobile";"";"Mobile applications"
"2290 MHz";"2300 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, SPACE RESEARCH (DEEP SPACE) (SPACE-TO-EARTH)";"";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, SPACE RESEARCH (DEEP SPACE) (SPACE-TO-EARTH)";"";"ERC/REC 25-10";"PMSE";"EN 302 064";"Portable or mobile wireless video and cordless cameras"
"2290 MHz";"2300 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, SPACE RESEARCH (DEEP SPACE) (SPACE-TO-EARTH)";"";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, SPACE RESEARCH (DEEP SPACE) (SPACE-TO-EARTH)";"";"";"Space research";"";"Satellite payload and platform telemetry for space research (deep space). Continuum observations, VLBI (used by SRS)"
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"";"Aeronautical military systems";"";""
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"ERC/REC 62-02";"Aeronautical telemetry";"";"Parts of the band are used for aeronautical telemetry on a national basis"
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"";"Amateur";"EN 301 783";"Within the band 2300-2450 MHz"
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"";"Land military systems";"";""
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"ECC/DEC/(14)02, ECC/REC/(14)04";"MFCN";"EN 301 908";"Shared use of spectrum envisaged"
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"";"Maritime military systems";"";""
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"ECC/REC/(15)04, ERC/REC 25-10";"PMSE";"EN 302 064";"Portable or mobile wireless video and cordless cameras"
"2300 MHz";"2400 MHz";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"5.395";"FIXED, MOBILE(5.384A), Amateur, Radiolocation";"ECA36";"";"Telemetry/Telecommand (military)";"";""
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"";"Amateur";"EN 301 783";"Within the band 2300-2450 MHz"
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"";"Amateur-satellite";"";""
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"";"ISM";"";""
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"ERC/REC 70-03";"Non-specific SRDs";"EN 300 440";"Within the band 2400.0-2483.5 MHz"
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"ERC/REC 25-10";"PMSE";"EN 302 064";"Portable or mobile wireless video and cordless cameras"
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"ERC/REC 70-03";"RFID";"EN 300 440";"Within the band 2446-2454 MHz"
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"ERC/REC 70-03";"Radiodetermination applications";"EN 300 440";"Within the band 2400.0-2483.5 MHz"
"2400 MHz";"2450 MHz";"FIXED, MOBILE, Amateur, Radiolocation";"5.150, 5.282";"FIXED, MOBILE, Amateur, Amateur-Satellite, Radiolocation";"5.150, 5.282";"ERC/REC 70-03";"Wideband data transmission systems";"EN 300 328";"Within the band 2400-2483.5 MHz"
"2450 MHz";"2483.5 MHz";"FIXED, MOBILE, Radiolocation";"5.150";"FIXED, MOBILE";"5.150";"";"ISM";"";""
"2450 MHz";"2483.5 MHz";"FIXED, MOBILE, Radiolocation";"5.150";"FIXED, MOBILE";"5.150";"ERC/REC 70-03";"Non-specific SRDs";"EN 300 440";"Within the band 2400.0-2483.5 MHz"
"2450 MHz";"2483.5 MHz";"FIXED, MOBILE, Radiolocation";"5.150";"FIXED, MOBILE";"5.150";"ERC/REC 25-10";"PMSE";"EN 302 064";"Portable or mobile wireless video and cordless cameras"
"2450 MHz";"2483.5 MHz";"FIXED, MOBILE, Radiolocation";"5.150";"FIXED, MOBILE";"5.150";"ERC/REC 70-03";"RFID";"EN 300 440";"Within the band 2446-2454 MHz"
"2450 MHz";"2483.5 MHz";"FIXED, MOBILE, Radiolocation";"5.150";"FIXED, MOBILE";"5.150";"ERC/REC 70-03";"Radiodetermination applications";"EN 300 440";"Within the band 2400.0-2483.5 MHz"
"2450 MHz";"2483.5 MHz";"FIXED, MOBILE, Radiolocation";"5.150";"FIXED, MOBILE";"5.150";"ERC/REC 70-03";"Wideband data transmission systems";"EN 300 328";"Within the band 2400-2483.5 MHz"
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"ERC/REC 70-03";"Active medical implants";"EN 301 559";"Low Power Active Medical Implants and associated peripherals"
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"";"IMT-2000 satellite component";"";""
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"";"ISM";"";""
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"";"Land mobile";"";"Mobile applications"
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"ERC/REC 70-03";"MBANS";"EN 303 203";""
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"ECC/DEC/(09)02, ECC/DEC/(12)01";"MSS Earth stations";"EN 301 441, EN 301 473";""
"2483.5 MHz";"2500 MHz";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A), RADIODETERMINATION-SATELLITE (SPACE-TO-EARTH)(5.398), Radiolocation(5.398A)";"5.150, 5.399, 5.401, 5.402";"FIXED, MOBILE, MOBILE-SATELLITE (SPACE-TO-EARTH)(5.351A)";"5.150, 5.399, 5.402";"ERC/REC 25-10";"PMSE";"EN 302 064";"Portable or mobile wireless video and cordless cameras"
"2500 MHz";"2520 MHz";"FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"5.412";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"";"ECC/DEC/(08)08";"MCV";"";"Within the bands 2500-2570 MHz and 2620-2690 MHz"
"2500 MHz";"2520 MHz";"FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"5.412";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"";"ECC/DEC/(05)05, ECC/REC/(11)05";"MFCN";"EN 301 908";"Within the band 2500-2690 MHz. "
"2500 MHz";"2520 MHz";"FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"5.412";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"";"ECC/DEC/(22)01, ECC/DEC/(22)07";"MFCN";"";"2500-2570 MHz, Aerial UE are permitted – See ECC Decision (22)07"
"2520 MHz";"2655 MHz";"BROADCASTING-SATELLITE(5.413, 5.416), FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"5.339, 5.403, 5.412, 5.418B, 5.418C";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A, ECA38)";"5.339, 5.418B, 5.418C, ECA16";"ECC/DEC/(08)08";"MCV";"";"Within the bands 2500-2570 MHz and 2620-2690 MHz"
"2520 MHz";"2655 MHz";"BROADCASTING-SATELLITE(5.413, 5.416), FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"5.339, 5.403, 5.412, 5.418B, 5.418C";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A, ECA38)";"5.339, 5.418B, 5.418C, ECA16";"ECC/DEC/(05)05, ECC/REC/(11)05";"MFCN";"EN 301 908";"Within the band 2500-2690 MHz"
"2520 MHz";"2655 MHz";"BROADCASTING-SATELLITE(5.413, 5.416), FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A)";"5.339, 5.403, 5.412, 5.418B, 5.418C";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A, ECA38)";"5.339, 5.418B, 5.418C, ECA16";"ECC/DEC/(22)01, ECC/DEC/(22)07";"MFCN";"";"2500-2570 MHz, Aerial UE are permitted – See ECC Decision (22)07"
"2655 MHz";"2670 MHz";"BROADCASTING-SATELLITE(5.208B, 5.413, 5.416), FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.412, 5.420";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.208B, ECA16";"ECC/DEC/(08)08";"MCV";"";"Within the bands 2500-2570 MHz and 2620-2690 MHz"
"2655 MHz";"2670 MHz";"BROADCASTING-SATELLITE(5.208B, 5.413, 5.416), FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.412, 5.420";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.208B, ECA16";"ECC/DEC/(05)05, ECC/REC/(11)05";"MFCN";"EN 301 908";"Within the band 2500-2690 MHz"
"2655 MHz";"2670 MHz";"BROADCASTING-SATELLITE(5.208B, 5.413, 5.416), FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.412, 5.420";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.208B, ECA16";"";"Radio astronomy";"";"Continuum observations, VLBI"
"2670 MHz";"2690 MHz";"FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.412, 5.419";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Radio Astronomy";"5.149";"ECC/DEC/(08)08";"MCV";"";"Within the bands 2500-2570 MHz and 2620-2690 MHz"
"2670 MHz";"2690 MHz";"FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.412, 5.419";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Radio Astronomy";"5.149";"ECC/DEC/(05)05, ECC/REC/(11)05";"MFCN";"EN 301 908";"Within the band 2500-2690 MHz"
"2670 MHz";"2690 MHz";"FIXED(5.410), MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Earth Exploration-Satellite (passive), Radio Astronomy, Space Research (passive)";"5.149, 5.412, 5.419";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE(5.384A), Radio Astronomy";"5.149";"";"Radio astronomy";"";"Continuum observations, VLBI"
"2690 MHz";"2700 MHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.422";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"";"Passive sensors (satellite)";"";""
"2690 MHz";"2700 MHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.422";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"";"Radio astronomy";"";"Continuum observations, VLBI"
"2700 MHz";"2900 MHz";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423, ECA36";"ECC/REC/(02)09";"Aeronautical navigation";"";"Radar and navigation systems"
"2700 MHz";"2900 MHz";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423, ECA36";"ERC/REC 25-10";"PMSE";"EN 302 064";"Portable or mobile wireless video and cordless cameras"
"2700 MHz";"2900 MHz";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423, ECA36";"";"Radiolocation (civil)";"";""
"2700 MHz";"2900 MHz";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423, ECA36";"";"Radiolocation (military)";"";""
"2700 MHz";"2900 MHz";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423";"AERONAUTICAL RADIONAVIGATION(5.337), Radiolocation";"5.423, ECA36";"";"Weather radar";"EN 303 347";""
"2900 MHz";"3100 MHz";"RADIOLOCATION(5.424A), RADIONAVIGATION(5.426)";"5.425, 5.427";"RADIOLOCATION(5.424A), RADIONAVIGATION(5.426)";"5.425, 5.427, ECA36";"";"Radiolocation (civil)";"EN 302 248, EN 302 752";"Radar and navigation systems"
"2900 MHz";"3100 MHz";"RADIOLOCATION(5.424A), RADIONAVIGATION(5.426)";"5.425, 5.427";"RADIOLOCATION(5.424A), RADIONAVIGATION(5.426)";"5.425, 5.427, ECA36";"";"Radiolocation (military)";"";""
"3100 MHz";"3300 MHz";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, 5.428";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, ECA36";"";"Active sensors (satellite)";"";""
"3100 MHz";"3300 MHz";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, 5.428";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, ECA36";"";"Radio astronomy";"";"Spectral line observations (e.g. methine line)"
"3100 MHz";"3300 MHz";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, 5.428";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, ECA36";"";"Radiolocation (civil)";"";"Radars"
"3100 MHz";"3300 MHz";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, 5.428";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, ECA36";"";"Radiolocation (military)";"";""
"3100 MHz";"3300 MHz";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, 5.428";"RADIOLOCATION, Earth Exploration-Satellite (active), Space Research (active)";"5.149, ECA36";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
"3300 MHz";"3400 MHz";"RADIOLOCATION";"5.149, 5.429, 5.429A, 5.429B, 5.430";"RADIOLOCATION";"5.149, ECA36";"";"Radio astronomy";"";"Spectral line observations (e.g. methine line)"
"3300 MHz";"3400 MHz";"RADIOLOCATION";"5.149, 5.429, 5.429A, 5.429B, 5.430";"RADIOLOCATION";"5.149, ECA36";"";"Radiolocation (civil)";"";"Upper limit for airborne radars 3410 MHz"
"3300 MHz";"3400 MHz";"RADIOLOCATION";"5.149, 5.429, 5.429A, 5.429B, 5.430";"RADIOLOCATION";"5.149, ECA36";"";"Radiolocation (military)";"";"Upper limit for airborne radars is 3410 MHz"
"3300 MHz";"3400 MHz";"RADIOLOCATION";"5.149, 5.429, 5.429A, 5.429B, 5.430";"RADIOLOCATION";"5.149, ECA36";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"";"Amateur";"EN 301 783";"Within the band 3400-3410 MHz"
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"";"FSS Earth stations";"EN 301 443";""
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"ECC/DEC/(11)06, ECC/REC/(15)01";"MFCN";"EN 301 908";"Within the band 3400-3800 MHz"
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"ECC/DEC/(22)01, ECC/REC/(20)03, ECC/REC/(21)02";"MFCN";"";""
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"";"PMSE";"EN 302 064";"For coordinated Wireless Video Links applications for occasional use. In some countries the mobile service may be on secondary basis"
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"";"Radiolocation (civil)";"";"Upper limit for airborne radars is 3410 MHz"
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"";"Radiolocation (military)";"";"Upper limit for airborne radars is 3410 MHz"
"3400 MHz";"3600 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A), Radiolocation";"5.431";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE EXCEPT AERONAUTICAL MOBILE(5.430A, ECA38), Amateur, Radiolocation";"ECA36";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"";"-";"";"In some countries the mobile service may be on secondary basis"
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"ECC/DEC/(05)09";"ESV";"EN 301 447";"Within the band 3700-4200 MHz"
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"";"FSS Earth stations";"EN 301 443";""
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"ERC/REC 12-08";"Fixed";"EN 302 217";"Medium/high capacity fixed"
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"ECC/DEC/(11)06, ECC/REC/(15)01";"MFCN";"EN 301 908";"Within the band 3400-3800 MHz"
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"ECC/DEC/(22)01, ECC/REC/(20)03, ECC/REC/(21)02";"MFCN";"";"Within the band 3400-3800 MHz"
"3600 MHz";"4200 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), Mobile";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE(ECA38)";"ECA37";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
