"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"154.0";"156.4875";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"156.4875";"156.5125";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"156.5375";"156.5625";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"156.5625";"156.7625";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"156.8375";"157.1875";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"157.1875";"157.3375";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"157.3375";"161.7875";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"161.7875";"161.9375";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"161.9375";"161.9625";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"161.9625";"161.9875";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"161.9875";"162.0125";"MHz";"Maritime communications - Maritime"
"EN 300 698";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/300600_300699/300698/02.03.01_60/en_300698v020301p.pdf"")";"162.0125";"162.0375";"MHz";"Maritime communications - Maritime"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"10000.0";"10400.0";"MHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"10.5";"10.55";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"10.55";"10.6";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"10.6";"10.68";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"22.0";"22.21";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"22.21";"22.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"22.5";"22.55";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"22.55";"23.15";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"23.15";"23.55";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"23.55";"23.6";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.25";"24.45";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.45";"24.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.5";"24.65";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.5";"24.65";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.65";"24.75";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.65";"24.75";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.75";"25.25";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"24.75";"25.25";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"25.25";"25.5";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"25.25";"25.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"25.5";"26.5";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"25.5";"26.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"27.5";"28.5";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"27.5";"28.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"28.5";"29.1";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"28.5";"29.1";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"29.1";"29.5";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"29.1";"29.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"31.0";"31.3";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"31.8";"32.0";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"32.0";"32.3";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"32.3";"33.0";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"33.0";"33.4";"GHz";"FWA - BWA - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"40.5";"41.0";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"40.5";"41.0";"GHz";"MWS - Point-to-Multipoint - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"41.0";"42.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"41.0";"42.5";"GHz";"MWS - Point-to-Multipoint - Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"42.5";"43.5";"GHz";"Fixed"
"EN 302 326";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/30232602/01.02.02_60/en_30232602v010202p.pdf"")";"42.5";"43.5";"GHz";"MWS - Point-to-Multipoint - Fixed"
"EN 302 567";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302500_302599/302567/02.01.01_60/en_302567v020101p.pdf"")";"57.0";"71.0";"GHz";"Wideband data transmission systems - Short Range Devices"
"EN 301 091";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301000_301099/30109102/02.01.01_60/en_30109102v020101p.pdf"")";"76.0";"77.0";"GHz";"Railway applications - Short Range Devices"
"EN 301 091";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301000_301099/30109102/02.01.01_60/en_30109102v020101p.pdf"")";"76.0";"77.0";"GHz";"TTT - Short Range Devices"
"EN 303 405";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303400_303499/303405/01.01.01_60/en_303405v010101p.pdf"")";"440.0";"450.0";"MHz";"PMR 446 - PMR/PAMR - Land mobile"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"10.7";"10.95";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"10.7";"10.95";"GHz";"FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"10.95";"11.2";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"11.2";"11.45";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"11.45";"11.7";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"11.7";"12.5";"GHz";"Broadcasting (satellite) - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"11.7";"12.5";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"12.5";"12.75";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"12.5";"12.75";"GHz";"FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"14.0";"14.25";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"14.25";"14.3";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"14.3";"14.4";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"14.4";"14.47";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 448";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302400_302499/302448/02.01.01_60/en_302448v020101p.pdf"")";"14.47";"14.5";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 302 208";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302200_302299/302208/03.04.01_60/en_302208v030401p.pdf"")";"865.0";"868.0";"MHz";"RFID - Short Range Devices"
"EN 302 208";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302200_302299/302208/03.04.01_60/en_302208v030401p.pdf"")";"915.0";"921.0";"MHz";"RFID - Short Range Devices"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"1606.5";"1625.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"1635.0";"1800.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"1850.0";"2000.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2000.0";"2025.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2025.0";"2045.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2045.0";"2160.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2170.0";"2173.5";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2173.5";"2190.5";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2173.5";"2190.5";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2190.5";"2194.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2194.0";"2300.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2300.0";"2498.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2625.0";"2650.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"2850.0";"3025.0";"kHz";"SAR (communications) - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"3155.0";"3200.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"3200.0";"3230.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"3230.0";"3400.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"3500.0";"3800.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"4000.0";"4063.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"4063.0";"4438.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"4063.0";"4438.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"5480.0";"5680.0";"kHz";"SAR (communications) - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"5680.0";"5730.0";"kHz";"SAR (communications) - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"6200.0";"6525.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"6200.0";"6525.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"8100.0";"8195.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"8195.0";"8815.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"8195.0";"8815.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"12230.0";"13200.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"12230.0";"13200.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"16360.0";"17410.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"16360.0";"17410.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"18168.0";"18780.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"18780.0";"18900.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"19680.0";"19800.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"19680.0";"19800.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"22000.0";"22855.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"22000.0";"22855.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"25070.0";"25210.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"25070.0";"25210.0";"kHz";"Maritime communications - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"26100.0";"26175.0";"kHz";"DSC - GMDSS - Maritime"
"EN 303 402";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303402/02.01.02_60/en_303402v020102p.pdf"")";"26100.0";"26175.0";"kHz";"Maritime communications - Maritime"
"EN 302 609";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302600_302699/302609/02.02.01_60/en_302609v020201p.pdf"")";"11.1";"16.0";"MHz";"Railway applications - Short Range Devices"
"EN 301 893";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301800_301899/301893/02.02.01_60/en_301893v020201p.pdf"")";"5150.0";"5350.0";"MHz";"RLAN - Wideband data transmission systems - Short Range Devices"
"EN 301 893";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301800_301899/301893/02.02.01_60/en_301893v020201p.pdf"")";"5470.0";"5725.0";"MHz";"RLAN - Wideband data transmission systems - Short Range Devices"
"EN 302 608";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302600_302699/302608/02.01.01_60/en_302608v020101p.pdf"")";"4063.0";"4438.0";"kHz";"Eurobalise - Railway applications - Short Range Devices"
"EN 302 608";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302600_302699/302608/02.01.01_60/en_302608v020101p.pdf"")";"27090.0";"27100.0";"kHz";"Eurobalise - Railway applications - Short Range Devices"
"EN 303 520";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303500_303599/303520/01.02.01_60/en_303520v010201p.pdf"")";"430.0";"440.0";"MHz";"ULP-WMCE - Medical Data Acquisition - Short Range Devices"
"EN 302 729";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf"")";"6000.0";"8500.0";"MHz";"LPR - Radiodetermination applications - Short Range Devices"
"EN 302 729";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf"")";"24.05";"26.5";"GHz";"LPR - Radiodetermination applications - Short Range Devices"
"EN 302 729";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf"")";"57.0";"64.0";"GHz";"LPR - Radiodetermination applications - Short Range Devices"
"EN 302 729";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf"")";"75.0";"85.0";"GHz";"LPR - Radiodetermination applications - Short Range Devices"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"874.4";"880.0";"MHz";"RMR - Land mobile"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"876.0";"880.0";"MHz";"GSM-R - RMR - Land mobile"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"880.0";"915.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"919.4";"925.0";"MHz";"RMR - Land mobile"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"921.0";"925.0";"MHz";"GSM-R - RMR - Land mobile"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"925.0";"960.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"1710.0";"1785.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 301 502";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf"")";"1805.0";"1880.0";"MHz";"GSM - Digital cellular - MFCN"
"EN 302 152";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302100_302199/30215201/01.01.01_60/en_30215201v010101p.pdf"")";"406.0";"406.1";"MHz";"EPIRBs - GMDSS - Maritime"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"694.0";"862.0";"MHz";"MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"1427.0";"1518.0";"MHz";"MFCN"
"EN 301 908";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/15.02.01_60/en_30190801v150201p.pdf"")";"1710.0";"1785.0";"MHz";"IMT - MFCN"
