"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf";"Landing Page"
"ECC Decisions";"ECC/DEC/(08)06";"WGFM";"2008-06-27";"Active";"ECC/DEC/(08)06 of 27 June 2008 on the withdrawal of <a href=""https://docdb.cept.org/document/681"">ERC/DEC/(00)03</a>,  <a href=""https://docdb.cept.org/document/682"">ERC/DEC/(00)04</a> and  <a href=""https://docdb.cept.org/document/683"">ERC/DEC/(00)05</a>";"=HYPERLINK(""http://docdb.cept.org/download/1573"")";"=HYPERLINK(""http://docdb.cept.org/document/417"")"
"ECC Decisions";"ECC/DEC/(08)05";"FM62";"2019-03-08";"Active";"ECC/DEC/(08)05 of 27 June 2008 on the harmonisation of frequency bands for the implementation of digital Public Protection and Disaster Relief (PPDR) narrow band and wide band radio applications in bands within the 380-470 MHz range  

latest amended on 8 March 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1574"")";"=HYPERLINK(""http://docdb.cept.org/document/416"")"
"ECC Decisions";"ECC/DEC/(08)04";"WGFM";"2008-03-14";"Active";"ECC/DEC/(08)04 of 14 March 2008 on the withdrawal of ERC/DEC/(01)04, ERC/DEC/(01)09, ERC/DEC/(01)13, ERC/DEC/(01)15 and ERC/DEC(01)18";"=HYPERLINK(""http://docdb.cept.org/download/1577"")";"=HYPERLINK(""http://docdb.cept.org/document/415"")"
"ECC Decisions";"ECC/DEC/(08)03";"WGRA";"2008-03-14";"Active";"ECC/DEC/(08)03 of 14 March 2008 on the withdrawal of ERC/DEC/(98)23 on Exemption from Individual Licensing of ERMES paging receivers

";"=HYPERLINK(""http://docdb.cept.org/download/1579"")";"=HYPERLINK(""http://docdb.cept.org/document/414"")"
"ECC Decisions";"ECC/DEC/(08)02";"WGFM";"2008-03-14";"Active";"ECC/DEC/(08)02 of 14 March 2008 on the withdrawal of <a href=""https://docdb.cept.org/document/747"">ERC/DEC(97)06, <a href=""https://docdb.cept.org/document/688"">ERC/DEC/(01)01, <a href=""https://docdb.cept.org/document/692"">ERC/DEC/(01)05, <a href=""https://docdb.cept.org/document/693"">ERC/DEC/(01)06, <a href=""https://docdb.cept.org/document/701"">ERC/DEC/(01)14</a> and 
<a href=""https://docdb.cept.org/document/708"">ERC/DEC/(01)21";"=HYPERLINK(""http://docdb.cept.org/download/1581"")";"=HYPERLINK(""http://docdb.cept.org/document/413"")"
"ECC Decisions";"ECC/DEC/(08)01";"FM61";"2025-03-07";"Active";"ECC/DEC/(08)01 of 14 March 2008 on the harmonised use of Safety-Related Intelligent Transport Systems (ITS) in the 5875-5935 MHz frequency band

latest amended on 7 March 2025 (ECC#66)";"=HYPERLINK(""http://docdb.cept.org/download/4643"")";"=HYPERLINK(""http://docdb.cept.org/document/412"")"
"ECC Decisions";"ECC/DEC/(07)05";"";"2007-07-21";"Withdrawn";"ECC/DEC/(07)05 of 21 December 2007 on exemption from individual licensing of land mobile satellite terminals operating in the Mobile-Satellite Service allocations in the frequency range 1-3 GHz";"=HYPERLINK(""http://docdb.cept.org/download/1585"")";"=HYPERLINK(""http://docdb.cept.org/document/411"")"
"ECC Decisions";"ECC/DEC/(07)04";"";"2014-06-01";"Withdrawn";"ECC/DEC/(07)04 of 21 December 2007 on free circulation and use of mobile satellite terminals operating in the Mobile-Satellite Service allocations in the frequency range 1-3 GHz";"=HYPERLINK(""http://docdb.cept.org/download/1586"")";"=HYPERLINK(""http://docdb.cept.org/document/410"")"
"ECC Decisions";"ECC/DEC/(07)03";"WGNaN";"2024-03-08";"Active";"ECC/DEC/(07)03 of 6 July 2007 on Reserving the National Numbering Range beginning with '116' for Harmonised Numbers for Harmonised Services of Social Value

latest amended on 8 March 2024 (ECC#63)";"=HYPERLINK(""http://docdb.cept.org/download/4427"")";"=HYPERLINK(""http://docdb.cept.org/document/409"")"
"ECC Decisions";"ECC/DEC/(07)02";"WGFM";"2007-03-30";"Withdrawn";"ECC/DEC/(07)02 of 30 March 2007 on availability of frequency bands between 3400-3800 MHz for the harmonised implementation of Broadband Wireless Access systems (BWA)";"=HYPERLINK(""http://docdb.cept.org/download/1590"")";"=HYPERLINK(""http://docdb.cept.org/document/408"")"
"ECC Decisions";"ECC/DEC/(07)01";"SRDMG";"2022-07-01";"Active";"ECC/DEC/(07)01 of 30 March 2007 on the harmonised use, exemption from individual licensing and free circulation of Material Sensing Devices using Ultra-Wideband (UWB) technology

latest updated on 1 July 2022 (ECC#59)
";"=HYPERLINK(""http://docdb.cept.org/download/4069"")";"=HYPERLINK(""http://docdb.cept.org/document/407"")"
"ECC Decisions";"ECC/DEC/(06)13";"ECC PT1";"2022-03-04";"Active";"ECC/DEC/(06)13 of 1 December 2006 on harmonised technical conditions for mobile/fixed communications networks (MFCN) including terrestrial IMT systems, other than GSM and EC-GSM IoT, in the bands 880-915/925-960 MHz and 1710-1785/1805-1880 MHz

latest amended on 4 March 2022 (ECC#58)";"=HYPERLINK(""http://docdb.cept.org/download/3739"")";"=HYPERLINK(""http://docdb.cept.org/document/406"")"
"ECC Decisions";"ECC/DEC/(06)12";"";"2008-10-31";"Withdrawn";"ECC/DEC/(06)12 of 1 December 2006 and amended 31 October 2008 on supplementary regulatory provisions to Decision <a href=""https://docdb.cept.org/document/397"">ECC/DEC/(06)04</a> for UWB devices using mitigation techniques";"=HYPERLINK(""http://docdb.cept.org/download/1597"")";"=HYPERLINK(""http://docdb.cept.org/document/405"")"
"ECC Decisions";"ECC/DEC/(06)10";"FM44";"2022-03-04";"Active";"ECC/DEC/(06)10 of 1 December 2006 on transition of terrestrial service operations from the Bands 1980-2010 MHz and 2170-2200 MHz in order to facilitate the Harmonised Introduction and Development of Systems in the mobile-satellite service including those supplemented by a Complementary Ground Component 

latest amended 4 March 2022 (ECC#58)
";"=HYPERLINK(""http://docdb.cept.org/download/3736"")";"=HYPERLINK(""http://docdb.cept.org/document/404"")"
"ECC Decisions";"ECC/DEC/(06)09";"FM44";"2007-09-05";"Active";"ECC/DEC/(06)09 of 1 December 2006 on the designation of the bands 1980-2010 MHz and 2170-2200 MHz for use by systems in the Mobile-Satellite Service including those supplemented by a Complementary Ground Component (CGC)

amended 5 September 2007";"=HYPERLINK(""http://docdb.cept.org/download/1601"")";"=HYPERLINK(""http://docdb.cept.org/document/403"")"
"ECC Decisions";"ECC/DEC/(06)08";"SRDMG";"2018-10-26";"Active";"ECC/DEC/(06)08 of 1 December 2006 on the conditions for use of the radio spectrum by Ground- and Wall- Probing Radar (GPR/WPR) imaging systems

updated on 26 October 2018 (ECC#49)";"=HYPERLINK(""http://docdb.cept.org/download/1602"")";"=HYPERLINK(""http://docdb.cept.org/document/402"")"
"ECC Decisions";"ECC/DEC/(06)07";"ECC PT1";"2022-11-18";"Active";"ECC/DEC/(06)07 of 1 December 2006 on the harmonised use of airborne GSM, LTE and 5G NR non-AAS systems in the frequency bands 1710-1785 MHz and 1805-1880 MHz, and airborne UMTS systems in the frequency bands 1920-1980 MHz and 2110-2170 MHz

latest corrected 18 November 2022 (ECC#60)
";"=HYPERLINK(""http://docdb.cept.org/download/4203"")";"=HYPERLINK(""http://docdb.cept.org/document/401"")"
"ECC Decisions";"ECC/DEC/(06)06";"FM54";"2013-11-08";"Withdrawn";"ECC/DEC/(06)06 of 7 July 2006 on the availability of frequency bands for the introduction of Narrow Band Digital Land Mobile PMR/PAMR in the 80 MHz, 160 MHz and 400 MHz bands, amended on 8 November 2013 ";"=HYPERLINK(""http://docdb.cept.org/download/1608"")";"=HYPERLINK(""http://docdb.cept.org/document/400"")"
"ECC Decisions";"ECC/DEC/(06)05";"FM62";"2006-07-12";"Active";"ECC/DEC/(06)05 of 7 July 2006 on the harmonised frequency bands to be designated for Air-Ground-Air operation (AGA) of the Digital Land Mobile Systems  for the Emergency Services";"=HYPERLINK(""http://docdb.cept.org/download/1610"")";"=HYPERLINK(""http://docdb.cept.org/document/399"")"
"ECC Decisions";"ECC/DEC/(06)04";"SRDMG";"2022-11-18";"Active";"ECC/DEC/(06)04 of 24 March 2006 on the harmonised use, exemption from individual licensing and free circulation of devices using Ultra-Wideband (UWB) technology in bands below 10.6 GHz

latest amended on 18 November 2022 (ECC#60) ";"=HYPERLINK(""http://docdb.cept.org/download/4215"")";"=HYPERLINK(""http://docdb.cept.org/document/397"")"
"ECC Decisions";"ECC/DEC/(06)03";"FM44";"2022-11-18";"Active";"ECC/DEC/(06)03 of 24 March 2006 on Exemption from Individual Licensing of high e.i.r.p. satellite terminals (HEST) operating with geostationary satellites and in the frequency bands 10.70-12.75 GHz or 19.70-20.20 GHz space-to-Earth and 14.00-14.25 GHz or 29.50-30.00 GHz Earth-to-space

latest amended on 18 November 2022 (ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4193"")";"=HYPERLINK(""http://docdb.cept.org/document/396"")"
"ECC Decisions";"ECC/DEC/(06)02";"FM44";"2006-03-30";"Withdrawn";"ECC/DEC/(06)02 of 24 March 2006 on Exemption from Individual Licensing of Low e.i.r.p. Satellite Terminals (LEST) operating within the frequency bands 10.70–12.75 GHz or 19.70–20.20 GHz space-to-Earth and 14.00–14.25 GHz or 29.50–30.00 GHz Earth-to-Space ";"=HYPERLINK(""http://docdb.cept.org/download/1616"")";"=HYPERLINK(""http://docdb.cept.org/document/395"")"
"ECC Decisions";"ECC/DEC/(06)01";"ECC PT1";"2025-03-07";"Active";"ECC/DEC/(06)01 of 24 March 2006 on the harmonised utilisation of the bands 1920-1980 MHz and 2110-2170 MHz for mobile/fixed communications networks (MFCN) including terrestrial IMT systems

latest amended on 7 March 2025 (ECC#66)
";"=HYPERLINK(""http://docdb.cept.org/download/4646"")";"=HYPERLINK(""http://docdb.cept.org/document/394"")"
"ECC Decisions";"ECC/DEC/(05)12";"";"2015-07-03";"Withdrawn";"ECC/DEC/(05)12 of 28 October 2005 on harmonised frequencies, technical characteristics, exemption from individual licensing and free carriage and use of digital PMR 446 applications operating in the frequency band 446.1-446.2 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1620"")";"=HYPERLINK(""http://docdb.cept.org/document/393"")"
"ECC Decisions";"ECC/DEC/(05)11";"FM44";"2024-11-08";"Active";"ECC/DEC/(05)11 of 24 June 2005 on the free circulation and use  of Aircraft Earth Stations (AES) in the frequency bands 14-14.5 GHz (Earth-to-space), 10.7-11.7 GHz (space-to-Earth) and 12.5-12.75 GHz (space-to-Earth)

latest updated on 8 November 2024 (ECC#65)";"=HYPERLINK(""http://docdb.cept.org/download/4557"")";"=HYPERLINK(""http://docdb.cept.org/document/392"")"
"ECC Decisions";"ECC/DEC/(05)10";"FM44";"2019-03-08";"Active";"ECC/DEC/(05)10 of 24 June 2005 on the free circulation and use of Earth Stations on board Vessels (ESV) operating in fixed satellite service networks in the frequency bands 14-14.5 GHz (Earth-to-space), 10.7-11.7 GHz (space-to-Earth) and 12.5-12.75 GHz (space-to-Earth)

amended on 8 March 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1654"")";"=HYPERLINK(""http://docdb.cept.org/document/391"")"
"ECC Decisions";"ECC/DEC/(05)09";"FM44";"2019-03-08";"Active";"ECC/DEC/(05)09 of 24 June 2005 on the free circulation and use of Earth Stations on board Vessels (ESV) operating in Fixed Satellite service networks in the frequency bands 5925-6425 MHz (Earth-to-space) and 3700-4200 MHz (space-to-Earth)

latest amended on 8 March 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1657"")";"=HYPERLINK(""http://docdb.cept.org/document/390"")"
"ECC Decisions";"ECC/DEC/(05)08";"FM44";"2022-11-18";"Active";"ECC/DEC/(05)08 of 24 June 2005 on the availability of frequency bands for high density applications in the Fixed-Satellite Service  (space-to-Earth and Earth-to-space)

latest amended on 18 November 2022 (ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4254"")";"=HYPERLINK(""http://docdb.cept.org/document/389"")"
"ECC Decisions";"ECC/DEC/(05)05";"ECC PT1";"2022-03-04";"Active";"ECC/DEC/(05)05 of 18 March 2005 on harmonised utilisation of spectrum for Mobile/Fixed Communications Networks (MFCN) operating within the band 2500-2690 MHz

latest corrected 4 March 2022 (ECC#58)";"=HYPERLINK(""http://docdb.cept.org/download/4009"")";"=HYPERLINK(""http://docdb.cept.org/document/388"")"
"ECC Decisions";"ECC/DEC/(05)04";"ECC";"2005-03-18";"Active";"ECC/DEC/(05)04 of 18 March 2005 on the withdrawal of ERC/DEC(97)09 and ECTRA/DEC(97)01 - ERC/DEC(99)22 and ECTRA/DEC(99)05
";"=HYPERLINK(""http://docdb.cept.org/download/1666"")";"=HYPERLINK(""http://docdb.cept.org/document/387"")"
"ECC Decisions";"ECC/DEC/(05)03";"WGFM";"2005-03-16";"Active";"ECC/DEC/(05)03 of 18 March 2005 on the withdrawal of the ERC/DEC(94)02 ""Decision on the frequency band to be designated for the coordinated introduction of the European Radio Messaging System (ERMES)""

";"=HYPERLINK(""http://docdb.cept.org/download/1670"")";"=HYPERLINK(""http://docdb.cept.org/document/386"")"
"ECC Decisions";"ECC/DEC/(05)02";"SRDMG";"2024-03-08";"Active";"ECC/DEC/(05)02 of 18 March 2005 on a harmonised frequency plan for the use of the band 169.4-169.8125 MHz

latest amended on 8 March 2024 (ECC#63)
";"=HYPERLINK(""http://docdb.cept.org/download/4450"")";"=HYPERLINK(""http://docdb.cept.org/document/385"")"
"ECC Decisions";"ECC/DEC/(05)01";"FM44";"2019-03-08";"Active";"ECC/DEC/(05)01 of 18 March 2005 on the use of the band 27.5-29.5 GHz by the Fixed Service and uncoordinated Earth stations of the Fixed-Satellite Service (Earth-to-space)

latest amended on 8 March 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1674"")";"=HYPERLINK(""http://docdb.cept.org/document/384"")"
"ECC Decisions";"ECC/DEC/(04)10";"SRDMG";"2022-03-04";"Active";"ECC/DEC/(04)10 of 12 November 2004 on the frequency bands to be designated for the temporary introduction of Automotive Short Range Radars (SRR)

latest amended on 4 March 2022 (ECC#58)";"=HYPERLINK(""http://docdb.cept.org/download/3731"")";"=HYPERLINK(""http://docdb.cept.org/document/383"")"
"ECC Decisions";"ECC/DEC/(04)09";"FM44";"2009-06-26";"Active";"ECC/DEC/(04)09 of 12 November 2004 on the designation of the bands 1518-1525 MHz and 1670-1675 MHz for the Mobile-Satellite Service

amended on 26 June 2009";"=HYPERLINK(""http://docdb.cept.org/download/1680"")";"=HYPERLINK(""http://docdb.cept.org/document/382"")"
"ECC Decisions";"ECC/DEC/(04)08";"FM61";"2022-07-01";"Active";"ECC/DEC/(04)08 of 9 July 2004 on the harmonised use of the 5 GHz frequency bands for Wireless Access Systems including Radio Local Area Networks (WAS/RLAN)

latest amended on 1 July 2022 (ECC#59)
";"=HYPERLINK(""http://docdb.cept.org/download/4501"")";"=HYPERLINK(""http://docdb.cept.org/document/381"")"
"ECC Decisions";"ECC/DEC/(04)07";"";"2004-03-19";"Withdrawn";"ECC/DEC/(04)07 of 19 March 2004 on European Telephony Numbering Space (ETNS) Conventions";"=HYPERLINK(""http://docdb.cept.org/download/1688"")";"=HYPERLINK(""http://docdb.cept.org/document/380"")"
"ECC Decisions";"ECC/DEC/(04)06";"FM54";"2011-12-09";"Withdrawn";"ECC/DEC/(04)06 of 19 March 2004 on the availability of frequency bands for the introduction of Wide Band Digital Land Mobile PMR/PAMR in the 400 MHz and 800/900 MHz bands, latest amended on 9 December 2011 ";"=HYPERLINK(""http://docdb.cept.org/download/1690"")";"=HYPERLINK(""http://docdb.cept.org/document/379"")"
"ECC Decisions";"ECC/DEC/(04)05";"WGRA";"2004-03-19";"Active";"ECC/DEC/(04)05 of 19 March 2004 on the withdrawal of the ERC decisions (95)02, (96)07, (96)08, (96)09, (96)10, (96)11, (96)12, (96)13, (96)14, (96)15, (96)16, (96)17, (96)18, (96)19, (96)20, (98)05, (98)06, (98)07, (98)08, (98)09, (98)28, (98)30, (99)04, (99)07, (99)08, (99)09, (99)10, (99)11, (99)12, (99)13 and (99)14 on the adoption of approval regulations for various types of radio equipment
";"=HYPERLINK(""http://docdb.cept.org/download/1692"")";"=HYPERLINK(""http://docdb.cept.org/document/378"")"
"ECC Decisions";"ECC/DEC/(04)04";"WGRA";"2004-03-19";"Active";"ECC/DEC/(04)04 of 19 March 2004 on the withdrawal of the <a href=""https://docdb.cept.org/document/751"">ERC Decision (97)10</a> “ERC Decision of 30 June 1997 on the mutual recognition of conformity assessment procedures including marking of radio equipment and radio terminal equipment""";"=HYPERLINK(""http://docdb.cept.org/download/1694"")";"=HYPERLINK(""http://docdb.cept.org/document/377"")"
"ECC Decisions";"ECC/DEC/(04)03";"SRDMG";"2015-03-06";"Active";"ECC/DEC/(04)03 of 19 March 2004 on the frequency band 77-81 GHz to be designated for the use of Automotive Short Range Radars
<br/>
corrected 6 March 2015 (ECC#39)
";"=HYPERLINK(""http://docdb.cept.org/download/1696"")";"=HYPERLINK(""http://docdb.cept.org/document/376"")"
"ECC Decisions";"ECC/DEC/(04)02";"";"2004-03-19";"Withdrawn";"ECC/DEC/(04)02 of 19 March 2004 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-Specific Short Range Devices operating in the frequency band 433.050-434.790 MHz excluding audio and voice applications";"=HYPERLINK(""http://docdb.cept.org/download/1698"")";"=HYPERLINK(""http://docdb.cept.org/document/375"")"
"ECC Decisions";"ECC/DEC/(04)01";"";"2004-03-19";"Withdrawn";"ECC/DEC/(04)01 of 19 March 2004 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for detecting Avalanche Victims  on the frequency 457 kHz";"=HYPERLINK(""http://docdb.cept.org/download/1699"")";"=HYPERLINK(""http://docdb.cept.org/document/374"")"
"ECC Decisions";"ECC/DEC/(03)06";"WGFM";"2003-10-17";"Active";"ECC/DEC/(03)06 of 17 October 2003 on the withdrawal of the ERC Decision (97)01 “Decision on the publication of national tables of frequency allocations”";"=HYPERLINK(""http://docdb.cept.org/download/1701"")";"=HYPERLINK(""http://docdb.cept.org/document/373"")"
"ECC Decisions";"ECC/DEC/(03)05";"EFISMG";"2015-07-03";"Active";"ECC/DEC/(03)05 of 17 October 2003 on The publication of national tables of frequency allocations and utilisations (NTFAs)  

amended on 3 July 2015 (ECC#40)
";"=HYPERLINK(""http://docdb.cept.org/download/1703"")";"=HYPERLINK(""http://docdb.cept.org/document/372"")"
"ECC Decisions";"ECC/DEC/(03)04";"FM44";"2019-03-08";"Active";"ECC/DEC/(03)04 of 17 October 2003 on the Exemption from Individual Licensing of Very Small Aperture Terminals (VSAT) operating in the frequency bands  14.25-14.50 GHz Earth-to-space and 10.70-11.70 GHz space-to-Earth

amended on 8 March 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1705"")";"=HYPERLINK(""http://docdb.cept.org/document/371"")"
